zone,year,request_type,requested_mw,source,source_url,note
BGE,2026,demand,17.8,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2029,demand,2168.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2030,demand,2923.6,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2031,demand,3888.8,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2032,demand,5114.3,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2033,demand,5299.5,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2034,demand,5994.4,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2035,demand,6122.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2036,demand,6122.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2037,demand,6122.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2038,demand,6122.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2039,demand,6122.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2040,demand,6122.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2041,demand,6706.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2042,demand,6706.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2043,demand,6706.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2044,demand,6706.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2045,demand,6706.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
APS,2046,demand,6706.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2026,demand,353.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2027,demand,623.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2028,demand,1104.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2029,demand,1658.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2030,demand,4156.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2031,demand,4922.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2032,demand,5704.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2033,demand,6050.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2034,demand,6050.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2035,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2036,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2037,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2038,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2039,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2040,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2041,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2042,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2043,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2044,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2045,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
ATSI,2046,demand,6163.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2026,demand,900.5,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2027,demand,1298.1,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2028,demand,2086.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2029,demand,3546.1,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2030,demand,5241.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2031,demand,6949.1,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2032,demand,8628.6,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2033,demand,10064.9,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2034,demand,10725.6,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2035,demand,10990.1,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2036,demand,11051.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2037,demand,11063.1,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2038,demand,11070.5,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2039,demand,11077.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2040,demand,11080.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2041,demand,11081.7,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2042,demand,11082.1,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2043,demand,11082.5,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2044,demand,11083.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2045,demand,11083.4,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
COMED,2046,demand,11083.8,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2026,demand,35.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2027,demand,270.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2028,demand,1245.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2029,demand,3250.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2030,demand,4700.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2031,demand,6020.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2032,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2033,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2034,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2035,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2036,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2037,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2038,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2039,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2040,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2041,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2042,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2043,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2044,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2045,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DAYTON,2046,demand,6335.0,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2026,demand,16.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2027,demand,37.8,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2028,demand,43.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2029,demand,43.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2030,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2031,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2032,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2033,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2034,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2035,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2036,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2037,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2038,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2039,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2040,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2041,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
DEOK,2042,demand,79.2,PJM LAS Large Load Adjustment Requests (Sep 2025),https://www.pjm.com/-/media/DotCom/committees-groups/subcommittees/las/2025/20250916/20250916-post-meeting---informational-only---large-load-adjustment-requests.xlsx,Submitted by EDC/LSE; not final PJM-accepted adjustments
